sample_id	donor	condition_number	condition_name	ega_id	fq1
QJZBFLRZKT_4	QJZBFLRZKT	4	R848	EGAR00001482220	_EGAR00001482220_EIP@QJZBFLRZKT-4_aligned.fq.gz
QJZBFLRZKT_5	QJZBFLRZKT	5	IAV	EGAR00001482221	_EGAR00001482221_EIP@QJZBFLRZKT-5_aligned.fq.gz
QMCTYRIQBJ_1	QMCTYRIQBJ	1	naive	EGAR00001482222	_EGAR00001482222_EIP@QMCTYRIQBJ-1_aligned.fq.gz
QMCTYRIQBJ_2	QMCTYRIQBJ	2	LPS	EGAR00001482223	_EGAR00001482223_EIP@QMCTYRIQBJ-2_aligned.fq.gz
QMCTYRIQBJ_3	QMCTYRIQBJ	3	Pam3CSK4	EGAR00001482224	_EGAR00001482224_EIP@QMCTYRIQBJ-3_aligned.fq.gz
QMCTYRIQBJ_4	QMCTYRIQBJ	4	R848	EGAR00001482225	_EGAR00001482225_EIP@QMCTYRIQBJ-4_aligned.fq.gz
QMCTYRIQBJ_5	QMCTYRIQBJ	5	IAV	EGAR00001482226	_EGAR00001482226_EIP@QMCTYRIQBJ-5_aligned.fq.gz
QOXBUEUAMB_1	QOXBUEUAMB	1	naive	EGAR00001482227	_EGAR00001482227_EIP@QOXBUEUAMB-1_aligned.fq.gz
QOXBUEUAMB_3	QOXBUEUAMB	3	Pam3CSK4	EGAR00001482228	_EGAR00001482228_EIP@QOXBUEUAMB-3_aligned.fq.gz
QOXBUEUAMB_4	QOXBUEUAMB	4	R848	EGAR00001482229	_EGAR00001482229_EIP@QOXBUEUAMB-4_aligned.fq.gz
QOXBUEUAMB_5	QOXBUEUAMB	5	IAV	EGAR00001482230	_EGAR00001482230_EIP@QOXBUEUAMB-5_aligned.fq.gz
QPKBSVNQUS_1	QPKBSVNQUS	1	naive	EGAR00001482231	_EGAR00001482231_EIP@QPKBSVNQUS-1_aligned.fq.gz
QPKBSVNQUS_2	QPKBSVNQUS	2	LPS	EGAR00001482232	_EGAR00001482232_EIP@QPKBSVNQUS-2_aligned.fq.gz
QPKBSVNQUS_3	QPKBSVNQUS	3	Pam3CSK4	EGAR00001482233	_EGAR00001482233_EIP@QPKBSVNQUS-3_aligned.fq.gz
QPKBSVNQUS_5	QPKBSVNQUS	5	IAV	EGAR00001482234	_EGAR00001482234_EIP@QPKBSVNQUS-5_aligned.fq.gz
QPKUDTHFQQ_1	QPKUDTHFQQ	1	naive	EGAR00001482235	_EGAR00001482235_EIP@QPKUDTHFQQ-1_aligned.fq.gz
QPKUDTHFQQ_2	QPKUDTHFQQ	2	LPS	EGAR00001482236	_EGAR00001482236_EIP@QPKUDTHFQQ-2_aligned.fq.gz
QPKUDTHFQQ_3	QPKUDTHFQQ	3	Pam3CSK4	EGAR00001482237	_EGAR00001482237_EIP@QPKUDTHFQQ-3_aligned.fq.gz
QPKUDTHFQQ_5	QPKUDTHFQQ	5	IAV	EGAR00001482238	_EGAR00001482238_EIP@QPKUDTHFQQ-5_aligned.fq.gz
QSCUNCKOAE_1	QSCUNCKOAE	1	naive	EGAR00001482239	_EGAR00001482239_EIP@QSCUNCKOAE-1_aligned.fq.gz
QSCUNCKOAE_2	QSCUNCKOAE	2	LPS	EGAR00001482240	_EGAR00001482240_EIP@QSCUNCKOAE-2_aligned.fq.gz
QSCUNCKOAE_3	QSCUNCKOAE	3	Pam3CSK4	EGAR00001482241	_EGAR00001482241_EIP@QSCUNCKOAE-3_aligned.fq.gz
QSCUNCKOAE_4	QSCUNCKOAE	4	R848	EGAR00001482242	_EGAR00001482242_EIP@QSCUNCKOAE-4_aligned.fq.gz
QSCUNCKOAE_5	QSCUNCKOAE	5	IAV	EGAR00001482243	_EGAR00001482243_EIP@QSCUNCKOAE-5_aligned.fq.gz
QTSVJDUVHX_1	QTSVJDUVHX	1	naive	EGAR00001482244	_EGAR00001482244_EIP@QTSVJDUVHX-1_aligned.fq.gz
QTSVJDUVHX_2	QTSVJDUVHX	2	LPS	EGAR00001482245	_EGAR00001482245_EIP@QTSVJDUVHX-2_aligned.fq.gz
QTSVJDUVHX_3	QTSVJDUVHX	3	Pam3CSK4	EGAR00001482246	_EGAR00001482246_EIP@QTSVJDUVHX-3_aligned.fq.gz
QTSVJDUVHX_4	QTSVJDUVHX	4	R848	EGAR00001482247	_EGAR00001482247_EIP@QTSVJDUVHX-4_aligned.fq.gz
QTSVJDUVHX_5	QTSVJDUVHX	5	IAV	EGAR00001482248	_EGAR00001482248_EIP@QTSVJDUVHX-5_aligned.fq.gz
QUFADMIAOY_1	QUFADMIAOY	1	naive	EGAR00001482249	_EGAR00001482249_EIP@QUFADMIAOY-1_aligned.fq.gz
QUFADMIAOY_2	QUFADMIAOY	2	LPS	EGAR00001482250	_EGAR00001482250_EIP@QUFADMIAOY-2_aligned.fq.gz
QUFADMIAOY_3	QUFADMIAOY	3	Pam3CSK4	EGAR00001482251	_EGAR00001482251_EIP@QUFADMIAOY-3_aligned.fq.gz
QUFADMIAOY_4	QUFADMIAOY	4	R848	EGAR00001482252	_EGAR00001482252_EIP@QUFADMIAOY-4_aligned.fq.gz
QUFADMIAOY_5	QUFADMIAOY	5	IAV	EGAR00001482253	_EGAR00001482253_EIP@QUFADMIAOY-5_aligned.fq.gz
QVAGPCFKTS_1	QVAGPCFKTS	1	naive	EGAR00001482254	_EGAR00001482254_EIP@QVAGPCFKTS-1_aligned.fq.gz
QVAGPCFKTS_2	QVAGPCFKTS	2	LPS	EGAR00001482255	_EGAR00001482255_EIP@QVAGPCFKTS-2_aligned.fq.gz
QVAGPCFKTS_3	QVAGPCFKTS	3	Pam3CSK4	EGAR00001482256	_EGAR00001482256_EIP@QVAGPCFKTS-3_aligned.fq.gz
QVAGPCFKTS_4	QVAGPCFKTS	4	R848	EGAR00001482257	_EGAR00001482257_EIP@QVAGPCFKTS-4_aligned.fq.gz
QVAGPCFKTS_5	QVAGPCFKTS	5	IAV	EGAR00001482258	_EGAR00001482258_EIP@QVAGPCFKTS-5_aligned.fq.gz
QZMDXAODRB_1	QZMDXAODRB	1	naive	EGAR00001482259	_EGAR00001482259_EIP@QZMDXAODRB-1_aligned.fq.gz
QZMDXAODRB_2	QZMDXAODRB	2	LPS	EGAR00001482260	_EGAR00001482260_EIP@QZMDXAODRB-2_aligned.fq.gz
QZMDXAODRB_3	QZMDXAODRB	3	Pam3CSK4	EGAR00001482261	_EGAR00001482261_EIP@QZMDXAODRB-3_aligned.fq.gz
QZMDXAODRB_4	QZMDXAODRB	4	R848	EGAR00001482262	_EGAR00001482262_EIP@QZMDXAODRB-4_aligned.fq.gz
QZMDXAODRB_5	QZMDXAODRB	5	IAV	EGAR00001482263	_EGAR00001482263_EIP@QZMDXAODRB-5_aligned.fq.gz
RACYLIWDWS_1	RACYLIWDWS	1	naive	EGAR00001482264	_EGAR00001482264_EIP@RACYLIWDWS-1_aligned.fq.gz
RACYLIWDWS_2	RACYLIWDWS	2	LPS	EGAR00001482265	_EGAR00001482265_EIP@RACYLIWDWS-2_aligned.fq.gz
RACYLIWDWS_3	RACYLIWDWS	3	Pam3CSK4	EGAR00001482266	_EGAR00001482266_EIP@RACYLIWDWS-3_aligned.fq.gz
RACYLIWDWS_4	RACYLIWDWS	4	R848	EGAR00001482267	_EGAR00001482267_EIP@RACYLIWDWS-4_aligned.fq.gz
RACYLIWDWS_5	RACYLIWDWS	5	IAV	EGAR00001482268	_EGAR00001482268_EIP@RACYLIWDWS-5_aligned.fq.gz
RAKFPZQWGA_1	RAKFPZQWGA	1	naive	EGAR00001482269	_EGAR00001482269_EIP@RAKFPZQWGA-1_aligned.fq.gz
RAKFPZQWGA_2	RAKFPZQWGA	2	LPS	EGAR00001482270	_EGAR00001482270_EIP@RAKFPZQWGA-2_aligned.fq.gz
RAKFPZQWGA_3	RAKFPZQWGA	3	Pam3CSK4	EGAR00001482271	_EGAR00001482271_EIP@RAKFPZQWGA-3_aligned.fq.gz
RAKFPZQWGA_4	RAKFPZQWGA	4	R848	EGAR00001482272	_EGAR00001482272_EIP@RAKFPZQWGA-4_aligned.fq.gz
RAKFPZQWGA_5	RAKFPZQWGA	5	IAV	EGAR00001482273	_EGAR00001482273_EIP@RAKFPZQWGA-5_aligned.fq.gz
RBRWDEOFWR_1	RBRWDEOFWR	1	naive	EGAR00001482274	_EGAR00001482274_EIP@RBRWDEOFWR-1_aligned.fq.gz
RBRWDEOFWR_2	RBRWDEOFWR	2	LPS	EGAR00001482275	_EGAR00001482275_EIP@RBRWDEOFWR-2_aligned.fq.gz
RBRWDEOFWR_3	RBRWDEOFWR	3	Pam3CSK4	EGAR00001482276	_EGAR00001482276_EIP@RBRWDEOFWR-3_aligned.fq.gz
RBRWDEOFWR_4	RBRWDEOFWR	4	R848	EGAR00001482277	_EGAR00001482277_EIP@RBRWDEOFWR-4_aligned.fq.gz
RBRWDEOFWR_5	RBRWDEOFWR	5	IAV	EGAR00001482278	_EGAR00001482278_EIP@RBRWDEOFWR-5_aligned.fq.gz
RFHNLQKYET_1	RFHNLQKYET	1	naive	EGAR00001482279	_EGAR00001482279_EIP@RFHNLQKYET-1_aligned.fq.gz
RFHNLQKYET_2	RFHNLQKYET	2	LPS	EGAR00001482280	_EGAR00001482280_EIP@RFHNLQKYET-2_aligned.fq.gz
RFHNLQKYET_3	RFHNLQKYET	3	Pam3CSK4	EGAR00001482281	_EGAR00001482281_EIP@RFHNLQKYET-3_aligned.fq.gz
RFHNLQKYET_4	RFHNLQKYET	4	R848	EGAR00001482282	_EGAR00001482282_EIP@RFHNLQKYET-4_aligned.fq.gz
RFHNLQKYET_5	RFHNLQKYET	5	IAV	EGAR00001482283	_EGAR00001482283_EIP@RFHNLQKYET-5_aligned.fq.gz
RGDSWLYHCY_1	RGDSWLYHCY	1	naive	EGAR00001482284	_EGAR00001482284_EIP@RGDSWLYHCY-1_aligned.fq.gz
RGDSWLYHCY_2	RGDSWLYHCY	2	LPS	EGAR00001482285	_EGAR00001482285_EIP@RGDSWLYHCY-2_aligned.fq.gz
RGDSWLYHCY_3	RGDSWLYHCY	3	Pam3CSK4	EGAR00001482286	_EGAR00001482286_EIP@RGDSWLYHCY-3_aligned.fq.gz
RGDSWLYHCY_4	RGDSWLYHCY	4	R848	EGAR00001482287	_EGAR00001482287_EIP@RGDSWLYHCY-4_aligned.fq.gz
RGDSWLYHCY_5	RGDSWLYHCY	5	IAV	EGAR00001482288	_EGAR00001482288_EIP@RGDSWLYHCY-5_aligned.fq.gz
RLZRMKLYIA_1	RLZRMKLYIA	1	naive	EGAR00001482289	_EGAR00001482289_EIP@RLZRMKLYIA-1_aligned.fq.gz
RLZRMKLYIA_2	RLZRMKLYIA	2	LPS	EGAR00001482290	_EGAR00001482290_EIP@RLZRMKLYIA-2_aligned.fq.gz
RLZRMKLYIA_3	RLZRMKLYIA	3	Pam3CSK4	EGAR00001482291	_EGAR00001482291_EIP@RLZRMKLYIA-3_aligned.fq.gz
RLZRMKLYIA_4	RLZRMKLYIA	4	R848	EGAR00001482292	_EGAR00001482292_EIP@RLZRMKLYIA-4_aligned.fq.gz
RLZRMKLYIA_5	RLZRMKLYIA	5	IAV	EGAR00001482293	_EGAR00001482293_EIP@RLZRMKLYIA-5_aligned.fq.gz
RMMITBYRPF_1	RMMITBYRPF	1	naive	EGAR00001482294	_EGAR00001482294_EIP@RMMITBYRPF-1_aligned.fq.gz
RMMITBYRPF_2	RMMITBYRPF	2	LPS	EGAR00001482295	_EGAR00001482295_EIP@RMMITBYRPF-2_aligned.fq.gz
RMMITBYRPF_3	RMMITBYRPF	3	Pam3CSK4	EGAR00001482296	_EGAR00001482296_EIP@RMMITBYRPF-3_aligned.fq.gz
RMMITBYRPF_4	RMMITBYRPF	4	R848	EGAR00001482297	_EGAR00001482297_EIP@RMMITBYRPF-4_aligned.fq.gz
RMMITBYRPF_5	RMMITBYRPF	5	IAV	EGAR00001482298	_EGAR00001482298_EIP@RMMITBYRPF-5_aligned.fq.gz
RQAURVHFAB_1	RQAURVHFAB	1	naive	EGAR00001482299	_EGAR00001482299_EIP@RQAURVHFAB-1_aligned.fq.gz
RQAURVHFAB_2	RQAURVHFAB	2	LPS	EGAR00001482300	_EGAR00001482300_EIP@RQAURVHFAB-2_aligned.fq.gz
RQAURVHFAB_3	RQAURVHFAB	3	Pam3CSK4	EGAR00001482301	_EGAR00001482301_EIP@RQAURVHFAB-3_aligned.fq.gz
RQAURVHFAB_4	RQAURVHFAB	4	R848	EGAR00001482302	_EGAR00001482302_EIP@RQAURVHFAB-4_aligned.fq.gz
RQAURVHFAB_5	RQAURVHFAB	5	IAV	EGAR00001482303	_EGAR00001482303_EIP@RQAURVHFAB-5_aligned.fq.gz
RTZAQUWLSW_1	RTZAQUWLSW	1	naive	EGAR00001482304	_EGAR00001482304_EIP@RTZAQUWLSW-1_aligned.fq.gz
RTZAQUWLSW_2	RTZAQUWLSW	2	LPS	EGAR00001482305	_EGAR00001482305_EIP@RTZAQUWLSW-2_aligned.fq.gz
RTZAQUWLSW_3	RTZAQUWLSW	3	Pam3CSK4	EGAR00001482306	_EGAR00001482306_EIP@RTZAQUWLSW-3_aligned.fq.gz
RTZAQUWLSW_4	RTZAQUWLSW	4	R848	EGAR00001482307	_EGAR00001482307_EIP@RTZAQUWLSW-4_aligned.fq.gz
RTZAQUWLSW_5	RTZAQUWLSW	5	IAV	EGAR00001482308	_EGAR00001482308_EIP@RTZAQUWLSW-5_aligned.fq.gz
RYGNUGBKYG_1	RYGNUGBKYG	1	naive	EGAR00001482309	_EGAR00001482309_EIP@RYGNUGBKYG-1_aligned.fq.gz
RYGNUGBKYG_2	RYGNUGBKYG	2	LPS	EGAR00001482310	_EGAR00001482310_EIP@RYGNUGBKYG-2_aligned.fq.gz
RYGNUGBKYG_3	RYGNUGBKYG	3	Pam3CSK4	EGAR00001482311	_EGAR00001482311_EIP@RYGNUGBKYG-3_aligned.fq.gz
RYGNUGBKYG_4	RYGNUGBKYG	4	R848	EGAR00001482312	_EGAR00001482312_EIP@RYGNUGBKYG-4_aligned.fq.gz
RYGNUGBKYG_5	RYGNUGBKYG	5	IAV	EGAR00001482313	_EGAR00001482313_EIP@RYGNUGBKYG-5_aligned.fq.gz
SFHHCBTHBA_1	SFHHCBTHBA	1	naive	EGAR00001482314	_EGAR00001482314_EIP@SFHHCBTHBA-1_aligned.fq.gz
SFHHCBTHBA_2	SFHHCBTHBA	2	LPS	EGAR00001482315	_EGAR00001482315_EIP@SFHHCBTHBA-2_aligned.fq.gz
SFHHCBTHBA_3	SFHHCBTHBA	3	Pam3CSK4	EGAR00001482316	_EGAR00001482316_EIP@SFHHCBTHBA-3_aligned.fq.gz
SFHHCBTHBA_4	SFHHCBTHBA	4	R848	EGAR00001482317	_EGAR00001482317_EIP@SFHHCBTHBA-4_aligned.fq.gz
SFHHCBTHBA_5	SFHHCBTHBA	5	IAV	EGAR00001482318	_EGAR00001482318_EIP@SFHHCBTHBA-5_aligned.fq.gz
SHTLICBATH_1	SHTLICBATH	1	naive	EGAR00001482319	_EGAR00001482319_EIP@SHTLICBATH-1_aligned.fq.gz
SHTLICBATH_2	SHTLICBATH	2	LPS	EGAR00001482320	_EGAR00001482320_EIP@SHTLICBATH-2_aligned.fq.gz
SHTLICBATH_3	SHTLICBATH	3	Pam3CSK4	EGAR00001482321	_EGAR00001482321_EIP@SHTLICBATH-3_aligned.fq.gz
SHTLICBATH_4	SHTLICBATH	4	R848	EGAR00001482322	_EGAR00001482322_EIP@SHTLICBATH-4_aligned.fq.gz
SHTLICBATH_5	SHTLICBATH	5	IAV	EGAR00001482323	_EGAR00001482323_EIP@SHTLICBATH-5_aligned.fq.gz
SINSRLBTBL_1	SINSRLBTBL	1	naive	EGAR00001482324	_EGAR00001482324_EIP@SINSRLBTBL-1_aligned.fq.gz
SINSRLBTBL_2	SINSRLBTBL	2	LPS	EGAR00001482325	_EGAR00001482325_EIP@SINSRLBTBL-2_aligned.fq.gz
SINSRLBTBL_3	SINSRLBTBL	3	Pam3CSK4	EGAR00001482326	_EGAR00001482326_EIP@SINSRLBTBL-3_aligned.fq.gz
SINSRLBTBL_4	SINSRLBTBL	4	R848	EGAR00001482327	_EGAR00001482327_EIP@SINSRLBTBL-4_aligned.fq.gz
SINSRLBTBL_5	SINSRLBTBL	5	IAV	EGAR00001482328	_EGAR00001482328_EIP@SINSRLBTBL-5_aligned.fq.gz
SMWPWJLRXL_1	SMWPWJLRXL	1	naive	EGAR00001482329	_EGAR00001482329_EIP@SMWPWJLRXL-1_aligned.fq.gz
SMWPWJLRXL_3	SMWPWJLRXL	3	Pam3CSK4	EGAR00001482330	_EGAR00001482330_EIP@SMWPWJLRXL-3_aligned.fq.gz
SMWPWJLRXL_4	SMWPWJLRXL	4	R848	EGAR00001482331	_EGAR00001482331_EIP@SMWPWJLRXL-4_aligned.fq.gz
SMWPWJLRXL_5	SMWPWJLRXL	5	IAV	EGAR00001482332	_EGAR00001482332_EIP@SMWPWJLRXL-5_aligned.fq.gz
SPIMUUHDBI_1	SPIMUUHDBI	1	naive	EGAR00001482333	_EGAR00001482333_EIP@SPIMUUHDBI-1_aligned.fq.gz
SPIMUUHDBI_2	SPIMUUHDBI	2	LPS	EGAR00001482334	_EGAR00001482334_EIP@SPIMUUHDBI-2_aligned.fq.gz
SPIMUUHDBI_3	SPIMUUHDBI	3	Pam3CSK4	EGAR00001482335	_EGAR00001482335_EIP@SPIMUUHDBI-3_aligned.fq.gz
SPIMUUHDBI_4	SPIMUUHDBI	4	R848	EGAR00001482336	_EGAR00001482336_EIP@SPIMUUHDBI-4_aligned.fq.gz
SPIMUUHDBI_5	SPIMUUHDBI	5	IAV	EGAR00001482337	_EGAR00001482337_EIP@SPIMUUHDBI-5_aligned.fq.gz
SPOWRYYFJO_1	SPOWRYYFJO	1	naive	EGAR00001482338	_EGAR00001482338_EIP@SPOWRYYFJO-1_aligned.fq.gz
SPOWRYYFJO_2	SPOWRYYFJO	2	LPS	EGAR00001482339	_EGAR00001482339_EIP@SPOWRYYFJO-2_aligned.fq.gz
SPOWRYYFJO_3	SPOWRYYFJO	3	Pam3CSK4	EGAR00001482340	_EGAR00001482340_EIP@SPOWRYYFJO-3_aligned.fq.gz
SPOWRYYFJO_4	SPOWRYYFJO	4	R848	EGAR00001482341	_EGAR00001482341_EIP@SPOWRYYFJO-4_aligned.fq.gz
SPOWRYYFJO_5	SPOWRYYFJO	5	IAV	EGAR00001482342	_EGAR00001482342_EIP@SPOWRYYFJO-5_aligned.fq.gz
SPWKAUELYK_1	SPWKAUELYK	1	naive	EGAR00001482343	_EGAR00001482343_EIP@SPWKAUELYK-1_aligned.fq.gz
SPWKAUELYK_3	SPWKAUELYK	3	Pam3CSK4	EGAR00001482344	_EGAR00001482344_EIP@SPWKAUELYK-3_aligned.fq.gz
SPWKAUELYK_4	SPWKAUELYK	4	R848	EGAR00001482345	_EGAR00001482345_EIP@SPWKAUELYK-4_aligned.fq.gz
SPWKAUELYK_5	SPWKAUELYK	5	IAV	EGAR00001482346	_EGAR00001482346_EIP@SPWKAUELYK-5_aligned.fq.gz
SZTCLWMSGW_1	SZTCLWMSGW	1	naive	EGAR00001482347	_EGAR00001482347_EIP@SZTCLWMSGW-1_aligned.fq.gz
SZTCLWMSGW_2	SZTCLWMSGW	2	LPS	EGAR00001482348	_EGAR00001482348_EIP@SZTCLWMSGW-2_aligned.fq.gz
SZTCLWMSGW_3	SZTCLWMSGW	3	Pam3CSK4	EGAR00001482349	_EGAR00001482349_EIP@SZTCLWMSGW-3_aligned.fq.gz
SZTCLWMSGW_4	SZTCLWMSGW	4	R848	EGAR00001482350	_EGAR00001482350_EIP@SZTCLWMSGW-4_aligned.fq.gz
SZTCLWMSGW_5	SZTCLWMSGW	5	IAV	EGAR00001482351	_EGAR00001482351_EIP@SZTCLWMSGW-5_aligned.fq.gz
TFOKKVDZFJ_1	TFOKKVDZFJ	1	naive	EGAR00001482352	_EGAR00001482352_EIP@TFOKKVDZFJ-1_aligned.fq.gz
TFOKKVDZFJ_2	TFOKKVDZFJ	2	LPS	EGAR00001482353	_EGAR00001482353_EIP@TFOKKVDZFJ-2_aligned.fq.gz
TFOKKVDZFJ_3	TFOKKVDZFJ	3	Pam3CSK4	EGAR00001482354	_EGAR00001482354_EIP@TFOKKVDZFJ-3_aligned.fq.gz
TFOKKVDZFJ_4	TFOKKVDZFJ	4	R848	EGAR00001482355	_EGAR00001482355_EIP@TFOKKVDZFJ-4_aligned.fq.gz
TFOKKVDZFJ_5	TFOKKVDZFJ	5	IAV	EGAR00001482356	_EGAR00001482356_EIP@TFOKKVDZFJ-5_aligned.fq.gz
TIAOFCRUDP_1	TIAOFCRUDP	1	naive	EGAR00001482357	_EGAR00001482357_EIP@TIAOFCRUDP-1_aligned.fq.gz
TIAOFCRUDP_2	TIAOFCRUDP	2	LPS	EGAR00001482358	_EGAR00001482358_EIP@TIAOFCRUDP-2_aligned.fq.gz
TIAOFCRUDP_3	TIAOFCRUDP	3	Pam3CSK4	EGAR00001482359	_EGAR00001482359_EIP@TIAOFCRUDP-3_aligned.fq.gz
TIAOFCRUDP_4	TIAOFCRUDP	4	R848	EGAR00001482360	_EGAR00001482360_EIP@TIAOFCRUDP-4_aligned.fq.gz
TIAOFCRUDP_5	TIAOFCRUDP	5	IAV	EGAR00001482361	_EGAR00001482361_EIP@TIAOFCRUDP-5_aligned.fq.gz
TJPKITVKBF_1	TJPKITVKBF	1	naive	EGAR00001482362	_EGAR00001482362_EIP@TJPKITVKBF-1_aligned.fq.gz
TJPKITVKBF_2	TJPKITVKBF	2	LPS	EGAR00001482363	_EGAR00001482363_EIP@TJPKITVKBF-2_aligned.fq.gz
TJPKITVKBF_3	TJPKITVKBF	3	Pam3CSK4	EGAR00001482364	_EGAR00001482364_EIP@TJPKITVKBF-3_aligned.fq.gz
TJPKITVKBF_4	TJPKITVKBF	4	R848	EGAR00001482365	_EGAR00001482365_EIP@TJPKITVKBF-4_aligned.fq.gz
TJPKITVKBF_5	TJPKITVKBF	5	IAV	EGAR00001482366	_EGAR00001482366_EIP@TJPKITVKBF-5_aligned.fq.gz
TKBMGBCXMQ_1	TKBMGBCXMQ	1	naive	EGAR00001482367	_EGAR00001482367_EIP@TKBMGBCXMQ-1_aligned.fq.gz
TKBMGBCXMQ_2	TKBMGBCXMQ	2	LPS	EGAR00001482368	_EGAR00001482368_EIP@TKBMGBCXMQ-2_aligned.fq.gz
TKBMGBCXMQ_3	TKBMGBCXMQ	3	Pam3CSK4	EGAR00001482369	_EGAR00001482369_EIP@TKBMGBCXMQ-3_aligned.fq.gz
TKBMGBCXMQ_4	TKBMGBCXMQ	4	R848	EGAR00001482370	_EGAR00001482370_EIP@TKBMGBCXMQ-4_aligned.fq.gz
TKBMGBCXMQ_5	TKBMGBCXMQ	5	IAV	EGAR00001482371	_EGAR00001482371_EIP@TKBMGBCXMQ-5_aligned.fq.gz
TKJBWNAOCN_1	TKJBWNAOCN	1	naive	EGAR00001482372	_EGAR00001482372_EIP@TKJBWNAOCN-1_aligned.fq.gz
TKJBWNAOCN_2	TKJBWNAOCN	2	LPS	EGAR00001482373	_EGAR00001482373_EIP@TKJBWNAOCN-2_aligned.fq.gz
TKJBWNAOCN_3	TKJBWNAOCN	3	Pam3CSK4	EGAR00001482374	_EGAR00001482374_EIP@TKJBWNAOCN-3_aligned.fq.gz
TKJBWNAOCN_4	TKJBWNAOCN	4	R848	EGAR00001482375	_EGAR00001482375_EIP@TKJBWNAOCN-4_aligned.fq.gz
TKJBWNAOCN_5	TKJBWNAOCN	5	IAV	EGAR00001482376	_EGAR00001482376_EIP@TKJBWNAOCN-5_aligned.fq.gz
TMCICZZBFS_1	TMCICZZBFS	1	naive	EGAR00001482377	_EGAR00001482377_EIP@TMCICZZBFS-1_aligned.fq.gz
TMCICZZBFS_2	TMCICZZBFS	2	LPS	EGAR00001482378	_EGAR00001482378_EIP@TMCICZZBFS-2_aligned.fq.gz
TMCICZZBFS_3	TMCICZZBFS	3	Pam3CSK4	EGAR00001482379	_EGAR00001482379_EIP@TMCICZZBFS-3_aligned.fq.gz
TMCICZZBFS_5	TMCICZZBFS	5	IAV	EGAR00001482380	_EGAR00001482380_EIP@TMCICZZBFS-5_aligned.fq.gz
TNDVDTNZIF_1	TNDVDTNZIF	1	naive	EGAR00001482381	_EGAR00001482381_EIP@TNDVDTNZIF-1_aligned.fq.gz
TNDVDTNZIF_2	TNDVDTNZIF	2	LPS	EGAR00001482382	_EGAR00001482382_EIP@TNDVDTNZIF-2_aligned.fq.gz
TNDVDTNZIF_3	TNDVDTNZIF	3	Pam3CSK4	EGAR00001482383	_EGAR00001482383_EIP@TNDVDTNZIF-3_aligned.fq.gz
TNDVDTNZIF_4	TNDVDTNZIF	4	R848	EGAR00001482384	_EGAR00001482384_EIP@TNDVDTNZIF-4_aligned.fq.gz
TNDVDTNZIF_5	TNDVDTNZIF	5	IAV	EGAR00001482385	_EGAR00001482385_EIP@TNDVDTNZIF-5_aligned.fq.gz
TQFKFZMFCR_1	TQFKFZMFCR	1	naive	EGAR00001482386	_EGAR00001482386_EIP@TQFKFZMFCR-1_aligned.fq.gz
TQFKFZMFCR_2	TQFKFZMFCR	2	LPS	EGAR00001482387	_EGAR00001482387_EIP@TQFKFZMFCR-2_aligned.fq.gz
TQFKFZMFCR_3	TQFKFZMFCR	3	Pam3CSK4	EGAR00001482388	_EGAR00001482388_EIP@TQFKFZMFCR-3_aligned.fq.gz
TQFKFZMFCR_4	TQFKFZMFCR	4	R848	EGAR00001482389	_EGAR00001482389_EIP@TQFKFZMFCR-4_aligned.fq.gz
TQFKFZMFCR_5	TQFKFZMFCR	5	IAV	EGAR00001482390	_EGAR00001482390_EIP@TQFKFZMFCR-5_aligned.fq.gz
TSFIZLRJQX_1	TSFIZLRJQX	1	naive	EGAR00001482391	_EGAR00001482391_EIP@TSFIZLRJQX-1_aligned.fq.gz
TSFIZLRJQX_2	TSFIZLRJQX	2	LPS	EGAR00001482392	_EGAR00001482392_EIP@TSFIZLRJQX-2_aligned.fq.gz
TSFIZLRJQX_3	TSFIZLRJQX	3	Pam3CSK4	EGAR00001482393	_EGAR00001482393_EIP@TSFIZLRJQX-3_aligned.fq.gz
TSFIZLRJQX_4	TSFIZLRJQX	4	R848	EGAR00001482394	_EGAR00001482394_EIP@TSFIZLRJQX-4_aligned.fq.gz
TSFIZLRJQX_5	TSFIZLRJQX	5	IAV	EGAR00001482395	_EGAR00001482395_EIP@TSFIZLRJQX-5_aligned.fq.gz
TSTLUMTAUW_1	TSTLUMTAUW	1	naive	EGAR00001482396	_EGAR00001482396_EIP@TSTLUMTAUW-1_aligned.fq.gz
TSTLUMTAUW_2	TSTLUMTAUW	2	LPS	EGAR00001482397	_EGAR00001482397_EIP@TSTLUMTAUW-2_aligned.fq.gz
TSTLUMTAUW_3	TSTLUMTAUW	3	Pam3CSK4	EGAR00001482398	_EGAR00001482398_EIP@TSTLUMTAUW-3_aligned.fq.gz
TSTLUMTAUW_4	TSTLUMTAUW	4	R848	EGAR00001482399	_EGAR00001482399_EIP@TSTLUMTAUW-4_aligned.fq.gz
TSTLUMTAUW_5	TSTLUMTAUW	5	IAV	EGAR00001482400	_EGAR00001482400_EIP@TSTLUMTAUW-5_aligned.fq.gz
TTMZHESAWJ_1	TTMZHESAWJ	1	naive	EGAR00001482401	_EGAR00001482401_EIP@TTMZHESAWJ-1_aligned.fq.gz
TTMZHESAWJ_2	TTMZHESAWJ	2	LPS	EGAR00001482402	_EGAR00001482402_EIP@TTMZHESAWJ-2_aligned.fq.gz
