sample_id	donor	condition	replicate	condition_name	SL1344	IFNg	line_id	clone	ips_received	ips_started	passage_received	received_as	media	EB_formation	passage_diff	diff_start	salmonella_date	atac_date	flow_date	medium_changes	terminated	status	mean_purity	max_purity	genotype_id	open_access	sex	ips_culture_days	passage_diff_bins	rna_concentration	ng_ul_mean	macrophage_harvest	rna_extraction	rna_submit	library_pool	chemistry	rna_auto	macrophage_diff_days	macrophage_diff_bins	harvest_stimulation_days	max_purity_filtered	mean_purity_filtered	purity_bins
liun_C	liun	C	1	SL1344	infected	naive	liun_2	2	2014-04-22	2014-04-22	25	alive	KSR	2014-04-26	26	2014-04-30	2014-06-14	NA	2014-06-20	12	2014-07-08	Success	0.982464888224051	0.989528795811518	HPSI0613i-liun_2	0	male	4	20	200+	209.575	2014-06-08	2014-06-24	2014-07-13	3226_dUTP_160714_1	V3	FALSE	49	40	6	0.989528795811518	0.982464888224051	high
liun_D	liun	D	1	IFNg_SL1344	infected	primed	liun_2	2	2014-04-22	2014-04-22	25	alive	KSR	2014-04-26	26	2014-04-30	2014-06-14	NA	2014-06-20	12	2014-07-08	Success	0.982464888224051	0.989528795811518	HPSI0613i-liun_2	0	male	4	20	200+	209.575	2014-06-08	2014-06-24	2014-07-13	3226_dUTP_160714_1	V3	FALSE	49	40	6	0.989528795811518	0.982464888224051	high
meqo_A	meqo	A	1	naive	control	naive	meqo_3	3	2014-10-10	2014-10-10	39	alive	KSR	2014-10-16	40	2014-10-20	2014-11-20	NA	2014-11-27	8	2014-12-10	Success	0.991630009775171	0.998533724340176	HPSI0813i-meqo_3	0	male	6	40	0-100	45.49	2014-11-14	2014-12-04	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	35	30	6	0.998533724340176	0.991630009775171	high
meqo_B	meqo	B	1	IFNg	control	primed	meqo_3	3	2014-10-10	2014-10-10	39	alive	KSR	2014-10-16	40	2014-10-20	2014-11-20	NA	2014-11-27	8	2014-12-10	Success	0.991630009775171	0.998533724340176	HPSI0813i-meqo_3	0	male	6	40	0-100	45.49	2014-11-14	2014-12-04	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	35	30	6	0.998533724340176	0.991630009775171	high
meqo_C	meqo	C	1	SL1344	infected	naive	meqo_3	3	2014-10-10	2014-10-10	39	alive	KSR	2014-10-16	40	2014-10-20	2014-11-20	NA	2014-11-27	8	2014-12-10	Success	0.991630009775171	0.998533724340176	HPSI0813i-meqo_3	0	male	6	40	0-100	45.49	2014-11-14	2014-12-04	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	35	30	6	0.998533724340176	0.991630009775171	high
meqo_D	meqo	D	1	IFNg_SL1344	infected	primed	meqo_3	3	2014-10-10	2014-10-10	39	alive	KSR	2014-10-16	40	2014-10-20	2014-11-20	NA	2014-11-27	8	2014-12-10	Success	0.991630009775171	0.998533724340176	HPSI0813i-meqo_3	0	male	6	40	0-100	45.49	2014-11-14	2014-12-04	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	35	30	6	0.998533724340176	0.991630009775171	high
nemb_A	nemb	A	1	naive	control	naive	nemb_1	1	2015-01-14	2015-06-06	49	frozen	E8	2015-06-23	44	2015-06-26	2015-07-22	NA	2015-07-27	9	2015-08-11	Success	0.964010039304826	0.973859923284558	HPSI0713i-nemb_1	0	male	17	40	100-200	160.57	2015-07-15	2015-08-26	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	29	20	7	0.973859923284558	0.964010039304826	low
nemb_B	nemb	B	1	IFNg	control	primed	nemb_1	1	2015-01-14	2015-06-06	49	frozen	E8	2015-06-23	44	2015-06-26	2015-07-22	NA	2015-07-27	9	2015-08-11	Success	0.964010039304826	0.973859923284558	HPSI0713i-nemb_1	0	male	17	40	100-200	160.57	2015-07-15	2015-08-26	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	29	20	7	0.973859923284558	0.964010039304826	low
nemb_C	nemb	C	1	SL1344	infected	naive	nemb_1	1	2015-01-14	2015-06-06	49	frozen	E8	2015-06-23	44	2015-06-26	2015-07-22	NA	2015-07-27	9	2015-08-11	Success	0.964010039304826	0.973859923284558	HPSI0713i-nemb_1	0	male	17	40	100-200	160.57	2015-07-15	2015-08-26	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	29	20	7	0.973859923284558	0.964010039304826	low
nemb_D	nemb	D	1	IFNg_SL1344	infected	primed	nemb_1	1	2015-01-14	2015-06-06	49	frozen	E8	2015-06-23	44	2015-06-26	2015-07-22	NA	2015-07-27	9	2015-08-11	Success	0.964010039304826	0.973859923284558	HPSI0713i-nemb_1	0	male	17	40	100-200	160.57	2015-07-15	2015-08-26	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	29	20	7	0.973859923284558	0.964010039304826	low
nibo_A	nibo	A	1	naive	control	naive	nibo_2	2	2014-10-24	2015-01-09	27	frozen	KSR	2015-01-30	30	2015-02-02	2015-03-25	NA	2015-04-02	10	2015-04-07	Success	0.990144119014412	0.999023709902371	HPSI1113i-nibo_2	0	female	21	30	100-200	160.7725	2015-03-18	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	54	50	7	0.999023709902371	0.990144119014412	high
nibo_B	nibo	B	1	IFNg	control	primed	nibo_2	2	2014-10-24	2015-01-09	27	frozen	KSR	2015-01-30	30	2015-02-02	2015-03-25	NA	2015-04-02	10	2015-04-07	Success	0.990144119014412	0.999023709902371	HPSI1113i-nibo_2	0	female	21	30	100-200	160.7725	2015-03-18	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	54	50	7	0.999023709902371	0.990144119014412	high
nibo_C	nibo	C	1	SL1344	infected	naive	nibo_2	2	2014-10-24	2015-01-09	27	frozen	KSR	2015-01-30	30	2015-02-02	2015-03-25	NA	2015-04-02	10	2015-04-07	Success	0.990144119014412	0.999023709902371	HPSI1113i-nibo_2	0	female	21	30	100-200	160.7725	2015-03-18	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	54	50	7	0.999023709902371	0.990144119014412	high
nibo_D	nibo	D	1	IFNg_SL1344	infected	primed	nibo_2	2	2014-10-24	2015-01-09	27	frozen	KSR	2015-01-30	30	2015-02-02	2015-03-25	NA	2015-04-02	10	2015-04-07	Success	0.990144119014412	0.999023709902371	HPSI1113i-nibo_2	0	female	21	30	100-200	160.7725	2015-03-18	2015-04-25	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	54	50	7	0.999023709902371	0.990144119014412	high
nukw_A	nukw	A	1	naive	control	naive	nukw_1	1	2015-09-02	2015-09-06	43	frozen	E8	2015-09-20	47	2015-09-23	2015-11-05	2015-10-27	2015-11-03	7	2015-11-05	Success	0.980911882825419	0.991353649893692	HPSI0613i-nukw_1	0	female	14	40	100-200	147.7825	2015-10-28	2015-11-17	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	46	40	8	0.991353649893692	0.980911882825419	high
nukw_B	nukw	B	1	IFNg	control	primed	nukw_1	1	2015-09-02	2015-09-06	43	frozen	E8	2015-09-20	47	2015-09-23	2015-11-05	2015-10-27	2015-11-03	7	2015-11-05	Success	0.980911882825419	0.991353649893692	HPSI0613i-nukw_1	0	female	14	40	100-200	147.7825	2015-10-28	2015-11-17	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	46	40	8	0.991353649893692	0.980911882825419	high
nukw_C	nukw	C	1	SL1344	infected	naive	nukw_1	1	2015-09-02	2015-09-06	43	frozen	E8	2015-09-20	47	2015-09-23	2015-11-05	2015-10-27	2015-11-03	7	2015-11-05	Success	0.980911882825419	0.991353649893692	HPSI0613i-nukw_1	0	female	14	40	100-200	147.7825	2015-10-28	2015-11-17	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	46	40	8	0.991353649893692	0.980911882825419	high
nukw_D	nukw	D	1	IFNg_SL1344	infected	primed	nukw_1	1	2015-09-02	2015-09-06	43	frozen	E8	2015-09-20	47	2015-09-23	2015-11-05	2015-10-27	2015-11-03	7	2015-11-05	Success	0.980911882825419	0.991353649893692	HPSI0613i-nukw_1	0	female	14	40	100-200	147.7825	2015-10-28	2015-11-17	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	46	40	8	0.991353649893692	0.980911882825419	high
nusw_A	nusw	A	1	naive	control	naive	nusw_2	2	2015-01-14	2015-02-02	25	frozen	KSR	2015-02-20	30	2015-02-23	2015-04-01	2015-04-17	NA	9	2015-04-10	Success	NA	NA	HPSI1213i-nusw_2	1	male	18	30	100-200	111.66	2015-03-25	2015-04-27	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	40	40	7	NA	NA	NA
nusw_B	nusw	B	1	IFNg	control	primed	nusw_2	2	2015-01-14	2015-02-02	25	frozen	KSR	2015-02-20	30	2015-02-23	2015-04-01	2015-04-17	NA	9	2015-04-10	Success	NA	NA	HPSI1213i-nusw_2	1	male	18	30	100-200	111.66	2015-03-25	2015-04-27	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	40	40	7	NA	NA	NA
nusw_C	nusw	C	1	SL1344	infected	naive	nusw_2	2	2015-01-14	2015-02-02	25	frozen	KSR	2015-02-20	30	2015-02-23	2015-04-01	2015-04-17	NA	9	2015-04-10	Success	NA	NA	HPSI1213i-nusw_2	1	male	18	30	100-200	111.66	2015-03-25	2015-04-27	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	40	40	7	NA	NA	NA
nusw_D	nusw	D	1	IFNg_SL1344	infected	primed	nusw_2	2	2015-01-14	2015-02-02	25	frozen	KSR	2015-02-20	30	2015-02-23	2015-04-01	2015-04-17	NA	9	2015-04-10	Success	NA	NA	HPSI1213i-nusw_2	1	male	18	30	100-200	111.66	2015-03-25	2015-04-27	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	40	40	7	NA	NA	NA
oapg_A	oapg	A	1	naive	control	naive	oapg_5	5	2015-01-14	2015-05-26	31	frozen	E8	2015-06-18	36	2015-06-21	2015-07-31	2015-07-31	2015-07-27	7	2015-08-04	Success	0.963200083281282	0.967988757026858	HPSI0913i-oapg_5	1	female	23	30	100-200	103.115	2015-07-24	2015-08-18	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	43	40	7	0.967988757026858	0.963200083281282	low
oapg_B	oapg	B	1	IFNg	control	primed	oapg_5	5	2015-01-14	2015-05-26	31	frozen	E8	2015-06-18	36	2015-06-21	2015-07-31	2015-07-31	2015-07-27	7	2015-08-04	Success	0.963200083281282	0.967988757026858	HPSI0913i-oapg_5	1	female	23	30	100-200	103.115	2015-07-24	2015-08-18	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	43	40	7	0.967988757026858	0.963200083281282	low
oapg_C	oapg	C	1	SL1344	infected	naive	oapg_5	5	2015-01-14	2015-05-26	31	frozen	E8	2015-06-18	36	2015-06-21	2015-07-31	2015-07-31	2015-07-27	7	2015-08-04	Success	0.963200083281282	0.967988757026858	HPSI0913i-oapg_5	1	female	23	30	100-200	103.115	2015-07-24	2015-08-18	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	43	40	7	0.967988757026858	0.963200083281282	low
oapg_D	oapg	D	1	IFNg_SL1344	infected	primed	oapg_5	5	2015-01-14	2015-05-26	31	frozen	E8	2015-06-18	36	2015-06-21	2015-07-31	2015-07-31	2015-07-27	7	2015-08-04	Success	0.963200083281282	0.967988757026858	HPSI0913i-oapg_5	1	female	23	30	100-200	103.115	2015-07-24	2015-08-18	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	43	40	7	0.967988757026858	0.963200083281282	low
oarz_A_2	oarz	A	2	naive	control	naive	oarz_2	2	2014-06-23	2014-09-15	36	frozen	KSR	2014-10-03	39	2014-10-06	2014-11-05	NA	2014-11-11	5	2014-11-13	Success	0.993752459661551	0.999262101534829	HPSI0513i-oarz_2	0	male	18	30	200+	247.1	2014-10-30	2014-11-06	2014-12-09	3226_RNAseq-2_111214	V4	FALSE	33	30	6	0.999262101534829	0.993752459661551	high
oarz_B_2	oarz	B	2	IFNg	control	primed	oarz_2	2	2014-06-23	2014-09-15	36	frozen	KSR	2014-10-03	39	2014-10-06	2014-11-05	NA	2014-11-11	5	2014-11-13	Success	0.993752459661551	0.999262101534829	HPSI0513i-oarz_2	0	male	18	30	200+	247.1	2014-10-30	2014-11-06	2014-12-09	3226_RNAseq-2_111214	V4	FALSE	33	30	6	0.999262101534829	0.993752459661551	high
oarz_C_2	oarz	C	2	SL1344	infected	naive	oarz_2	2	2014-06-23	2014-09-15	36	frozen	KSR	2014-10-03	39	2014-10-06	2014-11-05	NA	2014-11-11	5	2014-11-13	Success	0.993752459661551	0.999262101534829	HPSI0513i-oarz_2	0	male	18	30	200+	247.1	2014-10-30	2014-11-06	2014-12-09	3226_RNAseq-2_111214	V4	FALSE	33	30	6	0.999262101534829	0.993752459661551	high
oarz_D_2	oarz	D	2	IFNg_SL1344	infected	primed	oarz_2	2	2014-06-23	2014-09-15	36	frozen	KSR	2014-10-03	39	2014-10-06	2014-11-05	NA	2014-11-11	5	2014-11-13	Success	0.993752459661551	0.999262101534829	HPSI0513i-oarz_2	0	male	18	30	200+	247.1	2014-10-30	2014-11-06	2014-12-09	3226_RNAseq-2_111214	V4	FALSE	33	30	6	0.999262101534829	0.993752459661551	high
oefg_A	oefg	A	1	naive	control	naive	oefg_2	2	2015-01-14	2015-02-04	37	frozen	KSR	2015-03-17	44	2015-03-20	2015-04-28	2015-05-06	2015-04-28	6	2015-04-29	Success	0.972804163955758	0.982173064411191	HPSI0613i-oefg_2	0	male	41	40	200+	366.9925	2015-04-21	2015-04-29	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	42	40	7	0.982173064411191	0.972804163955758	high
oefg_B	oefg	B	1	IFNg	control	primed	oefg_2	2	2015-01-14	2015-02-04	37	frozen	KSR	2015-03-17	44	2015-03-20	2015-04-28	2015-05-06	2015-04-28	6	2015-04-29	Success	0.972804163955758	0.982173064411191	HPSI0613i-oefg_2	0	male	41	40	200+	366.9925	2015-04-21	2015-04-29	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	42	40	7	0.982173064411191	0.972804163955758	high
oefg_C	oefg	C	1	SL1344	infected	naive	oefg_2	2	2015-01-14	2015-02-04	37	frozen	KSR	2015-03-17	44	2015-03-20	2015-04-28	2015-05-06	2015-04-28	6	2015-04-29	Success	0.972804163955758	0.982173064411191	HPSI0613i-oefg_2	0	male	41	40	200+	366.9925	2015-04-21	2015-04-29	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	42	40	7	0.982173064411191	0.972804163955758	high
oefg_D	oefg	D	1	IFNg_SL1344	infected	primed	oefg_2	2	2015-01-14	2015-02-04	37	frozen	KSR	2015-03-17	44	2015-03-20	2015-04-28	2015-05-06	2015-04-28	6	2015-04-29	Success	0.972804163955758	0.982173064411191	HPSI0613i-oefg_2	0	male	41	40	200+	366.9925	2015-04-21	2015-04-29	2015-04-29	3226_RNAauto-290415	V4_auto	TRUE	42	40	7	0.982173064411191	0.972804163955758	high
oeoo_A	oeoo	A	1	naive	control	naive	oeoo_2	2	2014-07-17	2014-07-29	34	frozen	KSR	2014-08-13	36	2014-08-16	2014-10-13	NA	2014-09-19	5	2014-10-28	Success	0.993032876115828	0.994513389941215	HPSI0513i-oeoo_2	0	male	15	30	0-100	60.4025	2014-10-06	2014-12-04	2014-12-09	3226_RNAseq-1_111214	V4	FALSE	61	50	7	0.994513389941215	0.993032876115828	high
oeoo_B	oeoo	B	1	IFNg	control	primed	oeoo_2	2	2014-07-17	2014-07-29	34	frozen	KSR	2014-08-13	36	2014-08-16	2014-10-13	NA	2014-09-19	5	2014-10-28	Success	0.993032876115828	0.994513389941215	HPSI0513i-oeoo_2	0	male	15	30	0-100	60.4025	2014-10-06	2014-12-04	2014-12-09	3226_RNAseq-1_111214	V4	FALSE	61	50	7	0.994513389941215	0.993032876115828	high
oeoo_C	oeoo	C	1	SL1344	infected	naive	oeoo_2	2	2014-07-17	2014-07-29	34	frozen	KSR	2014-08-13	36	2014-08-16	2014-10-13	NA	2014-09-19	5	2014-10-28	Success	0.993032876115828	0.994513389941215	HPSI0513i-oeoo_2	0	male	15	30	0-100	60.4025	2014-10-06	2014-12-04	2014-12-09	3226_RNAseq-1_111214	V4	FALSE	61	50	7	0.994513389941215	0.993032876115828	high
oeoo_D	oeoo	D	1	IFNg_SL1344	infected	primed	oeoo_2	2	2014-07-17	2014-07-29	34	frozen	KSR	2014-08-13	36	2014-08-16	2014-10-13	NA	2014-09-19	5	2014-10-28	Success	0.993032876115828	0.994513389941215	HPSI0513i-oeoo_2	0	male	15	30	0-100	60.4025	2014-10-06	2014-12-04	2014-12-09	3226_RNAseq-1_111214	V4	FALSE	61	50	7	0.994513389941215	0.993032876115828	high
oevr_A	oevr	A	1	naive	control	naive	oevr_3	3	2015-06-11	2015-08-07	35	frozen	E8	2015-08-27	39	2015-08-30	2015-10-14	2015-10-09	2015-10-16	8	2015-10-12	Success	0.948616125150421	0.955234657039711	HPSI0114i-oevr_3	1	male	20	30	0-100	63.3275	2015-10-07	2015-11-17	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	48	40	7	0.955234657039711	0.948616125150421	low
oevr_B	oevr	B	1	IFNg	control	primed	oevr_3	3	2015-06-11	2015-08-07	35	frozen	E8	2015-08-27	39	2015-08-30	2015-10-14	2015-10-09	2015-10-16	8	2015-10-12	Success	0.948616125150421	0.955234657039711	HPSI0114i-oevr_3	1	male	20	30	0-100	63.3275	2015-10-07	2015-11-17	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	48	40	7	0.955234657039711	0.948616125150421	low
oevr_C	oevr	C	1	SL1344	infected	naive	oevr_3	3	2015-06-11	2015-08-07	35	frozen	E8	2015-08-27	39	2015-08-30	2015-10-14	2015-10-09	2015-10-16	8	2015-10-12	Success	0.948616125150421	0.955234657039711	HPSI0114i-oevr_3	1	male	20	30	0-100	63.3275	2015-10-07	2015-11-17	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	48	40	7	0.955234657039711	0.948616125150421	low
oevr_D	oevr	D	1	IFNg_SL1344	infected	primed	oevr_3	3	2015-06-11	2015-08-07	35	frozen	E8	2015-08-27	39	2015-08-30	2015-10-14	2015-10-09	2015-10-16	8	2015-10-12	Success	0.948616125150421	0.955234657039711	HPSI0114i-oevr_3	1	male	20	30	0-100	63.3275	2015-10-07	2015-11-17	2015-12-09	3226_RNAauto-091215	V4_auto	TRUE	48	40	7	0.955234657039711	0.948616125150421	low
oomz_A	oomz	A	1	naive	control	naive	oomz_2	2	2014-05-06	2014-05-06	27	alive	KSR	2014-05-10	28	2014-05-14	2014-06-14	NA	2014-06-16	6	2014-06-26	Success	0.99083215796897	0.994123178185237	HPSI0613i-oomz_2	0	female	4	20	100-200	187.455	2014-06-08	2014-07-09	2014-07-13	3226_dUTP_160714_1	V3	FALSE	35	30	6	0.994123178185237	0.99083215796897	high
oomz_B	oomz	B	1	IFNg	control	primed	oomz_2	2	2014-05-06	2014-05-06	27	alive	KSR	2014-05-10	28	2014-05-14	2014-06-14	NA	2014-06-16	6	2014-06-26	Success	0.99083215796897	0.994123178185237	HPSI0613i-oomz_2	0	female	4	20	100-200	187.455	2014-06-08	2014-07-09	2014-07-13	3226_dUTP_160714_1	V3	FALSE	35	30	6	0.994123178185237	0.99083215796897	high
oomz_C	oomz	C	1	SL1344	infected	naive	oomz_2	2	2014-05-06	2014-05-06	27	alive	KSR	2014-05-10	28	2014-05-14	2014-06-14	NA	2014-06-16	6	2014-06-26	Success	0.99083215796897	0.994123178185237	HPSI0613i-oomz_2	0	female	4	20	100-200	187.455	2014-06-08	2014-07-09	2014-07-13	3226_dUTP_160714_1	V3	FALSE	35	30	6	0.994123178185237	0.99083215796897	high
oomz_D	oomz	D	1	IFNg_SL1344	infected	primed	oomz_2	2	2014-05-06	2014-05-06	27	alive	KSR	2014-05-10	28	2014-05-14	2014-06-14	NA	2014-06-16	6	2014-06-26	Success	0.99083215796897	0.994123178185237	HPSI0613i-oomz_2	0	female	4	20	100-200	187.455	2014-06-08	2014-07-09	2014-07-13	3226_dUTP_160714_1	V3	FALSE	35	30	6	0.994123178185237	0.99083215796897	high
ougl_A	ougl	A	1	naive	control	naive	ougl_3	3	2014-03-12	2014-03-12	26	alive	KSR	2014-03-18	27	2014-03-21	2014-06-03	NA	2014-05-20	15	2014-06-13	Success	0.955649917433357	0.960368011323425	HPSI0413i-ougl_3	0	male	6	20	100-200	108.6075	2014-05-26	2014-06-09	2014-07-13	3226_dUTP_160714_1	V3	FALSE	77	50	8	0.960368011323425	0.955649917433357	low
ougl_B	ougl	B	1	IFNg	control	primed	ougl_3	3	2014-03-12	2014-03-12	26	alive	KSR	2014-03-18	27	2014-03-21	2014-06-03	NA	2014-05-20	15	2014-06-13	Success	0.955649917433357	0.960368011323425	HPSI0413i-ougl_3	0	male	6	20	100-200	108.6075	2014-05-26	2014-06-09	2014-07-13	3226_dUTP_160714_1	V3	FALSE	77	50	8	0.960368011323425	0.955649917433357	low
ougl_C	ougl	C	1	SL1344	infected	naive	ougl_3	3	2014-03-12	2014-03-12	26	alive	KSR	2014-03-18	27	2014-03-21	2014-06-03	NA	2014-05-20	15	2014-06-13	Success	0.955649917433357	0.960368011323425	HPSI0413i-ougl_3	0	male	6	20	100-200	108.6075	2014-05-26	2014-06-09	2014-07-13	3226_dUTP_160714_1	V3	FALSE	77	50	8	0.960368011323425	0.955649917433357	low
ougl_D	ougl	D	1	IFNg_SL1344	infected	primed	ougl_3	3	2014-03-12	2014-03-12	26	alive	KSR	2014-03-18	27	2014-03-21	2014-06-03	NA	2014-05-20	15	2014-06-13	Success	0.955649917433357	0.960368011323425	HPSI0413i-ougl_3	0	male	6	20	100-200	108.6075	2014-05-26	2014-06-09	2014-07-13	3226_dUTP_160714_1	V3	FALSE	77	50	8	0.960368011323425	0.955649917433357	low
pahc_A	pahc	A	1	naive	control	naive	pahc_4	4	2015-01-14	2015-03-10	33	frozen	E8	2015-03-28	37	2015-03-31	2015-05-06	2015-05-06	2015-05-05	9	2015-05-12	Success	0.966647387700019	0.972623867360709	HPSI1213i-pahc_4	1	female	18	30	200+	232.7675	2015-04-29	2015-05-16	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	39	30	7	0.972623867360709	0.966647387700019	low
pahc_B	pahc	B	1	IFNg	control	primed	pahc_4	4	2015-01-14	2015-03-10	33	frozen	E8	2015-03-28	37	2015-03-31	2015-05-06	2015-05-06	2015-05-05	9	2015-05-12	Success	0.966647387700019	0.972623867360709	HPSI1213i-pahc_4	1	female	18	30	200+	232.7675	2015-04-29	2015-05-16	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	39	30	7	0.972623867360709	0.966647387700019	low
pahc_C	pahc	C	1	SL1344	infected	naive	pahc_4	4	2015-01-14	2015-03-10	33	frozen	E8	2015-03-28	37	2015-03-31	2015-05-06	2015-05-06	2015-05-05	9	2015-05-12	Success	0.966647387700019	0.972623867360709	HPSI1213i-pahc_4	1	female	18	30	200+	232.7675	2015-04-29	2015-05-16	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	39	30	7	0.972623867360709	0.966647387700019	low
pahc_D	pahc	D	1	IFNg_SL1344	infected	primed	pahc_4	4	2015-01-14	2015-03-10	33	frozen	E8	2015-03-28	37	2015-03-31	2015-05-06	2015-05-06	2015-05-05	9	2015-05-12	Success	0.966647387700019	0.972623867360709	HPSI1213i-pahc_4	1	female	18	30	200+	232.7675	2015-04-29	2015-05-16	2015-05-26	3226_RNAauto-260515	V4_auto	TRUE	39	30	7	0.972623867360709	0.966647387700019	low
pamv_A	pamv	A	1	naive	control	naive	pamv_3	3	2015-01-14	2015-06-06	34	frozen	E8	2015-06-28	38	2015-07-01	2015-07-31	2015-07-31	2015-07-27	6	2015-08-04	Success	0.995810505961972	1	HPSI1013i-pamv_3	1	male	22	30	200+	258.5375	2015-07-24	2015-08-16	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	33	30	7	1	0.995810505961972	high
pamv_B	pamv	B	1	IFNg	control	primed	pamv_3	3	2015-01-14	2015-06-06	34	frozen	E8	2015-06-28	38	2015-07-01	2015-07-31	2015-07-31	2015-07-27	6	2015-08-04	Success	0.995810505961972	1	HPSI1013i-pamv_3	1	male	22	30	200+	258.5375	2015-07-24	2015-08-16	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	33	30	7	1	0.995810505961972	high
pamv_C	pamv	C	1	SL1344	infected	naive	pamv_3	3	2015-01-14	2015-06-06	34	frozen	E8	2015-06-28	38	2015-07-01	2015-07-31	2015-07-31	2015-07-27	6	2015-08-04	Success	0.995810505961972	1	HPSI1013i-pamv_3	1	male	22	30	200+	258.5375	2015-07-24	2015-08-16	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	33	30	7	1	0.995810505961972	high
pamv_D	pamv	D	1	IFNg_SL1344	infected	primed	pamv_3	3	2015-01-14	2015-06-06	34	frozen	E8	2015-06-28	38	2015-07-01	2015-07-31	2015-07-31	2015-07-27	6	2015-08-04	Success	0.995810505961972	1	HPSI1013i-pamv_3	1	male	22	30	200+	258.5375	2015-07-24	2015-08-16	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	33	30	7	1	0.995810505961972	high
pelm_A	pelm	A	1	naive	control	naive	pelm_3	3	2015-06-11	2015-06-11	30	frozen	E8	2015-06-30	34	2015-07-03	2015-08-12	2015-08-12	2015-08-13	8	2015-08-12	Success	0.959846519671422	0.961738002594034	HPSI0214i-pelm_3	1	female	19	30	0-100	99.44	2015-08-05	2015-08-26	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	43	40	7	0.961738002594034	0.959846519671422	low
pelm_B	pelm	B	1	IFNg	control	primed	pelm_3	3	2015-06-11	2015-06-11	30	frozen	E8	2015-06-30	34	2015-07-03	2015-08-12	2015-08-12	2015-08-13	8	2015-08-12	Success	0.959846519671422	0.961738002594034	HPSI0214i-pelm_3	1	female	19	30	0-100	99.44	2015-08-05	2015-08-26	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	43	40	7	0.961738002594034	0.959846519671422	low
pelm_C	pelm	C	1	SL1344	infected	naive	pelm_3	3	2015-06-11	2015-06-11	30	frozen	E8	2015-06-30	34	2015-07-03	2015-08-12	2015-08-12	2015-08-13	8	2015-08-12	Success	0.959846519671422	0.961738002594034	HPSI0214i-pelm_3	1	female	19	30	0-100	99.44	2015-08-05	2015-08-26	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	43	40	7	0.961738002594034	0.959846519671422	low
pelm_D	pelm	D	1	IFNg_SL1344	infected	primed	pelm_3	3	2015-06-11	2015-06-11	30	frozen	E8	2015-06-30	34	2015-07-03	2015-08-12	2015-08-12	2015-08-13	8	2015-08-12	Success	0.959846519671422	0.961738002594034	HPSI0214i-pelm_3	1	female	19	30	0-100	99.44	2015-08-05	2015-08-26	2015-09-16	3226_RNAauto-160915	V4_auto	TRUE	43	40	7	0.961738002594034	0.959846519671422	low
peop_A	peop	A	1	naive	control	naive	peop_2	2	2014-02-19	2014-02-19	23	alive	KSR	2014-02-27	25	2014-03-03	2014-06-03	NA	2014-05-20	20	2014-06-13	Success	0.971741221741222	0.974386724386724	HPSI0413i-peop_2	0	male	8	20	0-100	69.7375	2014-05-26	2014-06-06	2014-11-18	3226_RNA-1_191114	V4	FALSE	96	50	8	0.974386724386724	0.971741221741222	low
