sample_id	genotype_id	sex	cell_type	condition	timepoint	read_length	stranded	paired	protocol	qtl_mapping	study	ega_id
QEQHGLDYBC_3	QEQHGLDYBC	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482204
QEQHGLDYBC_4	QEQHGLDYBC	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482205
QEQHGLDYBC_5	QEQHGLDYBC	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482206
QJKYOFXTPU_1	QJKYOFXTPU	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482207
QJKYOFXTPU_2	QJKYOFXTPU	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482208
QJKYOFXTPU_3	QJKYOFXTPU	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482209
QJKYOFXTPU_4	QJKYOFXTPU	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482210
QJKYOFXTPU_5	QJKYOFXTPU	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482211
QJURERJAVQ_1	QJURERJAVQ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482212
QJURERJAVQ_2	QJURERJAVQ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482213
QJURERJAVQ_3	QJURERJAVQ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482214
QJURERJAVQ_4	QJURERJAVQ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482215
QJURERJAVQ_5	QJURERJAVQ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482216
QJZBFLRZKT_1	QJZBFLRZKT	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482217
QJZBFLRZKT_2	QJZBFLRZKT	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482218
QJZBFLRZKT_3	QJZBFLRZKT	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482219
QJZBFLRZKT_4	QJZBFLRZKT	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482220
QJZBFLRZKT_5	QJZBFLRZKT	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482221
QMCTYRIQBJ_1	QMCTYRIQBJ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482222
QMCTYRIQBJ_2	QMCTYRIQBJ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482223
QMCTYRIQBJ_3	QMCTYRIQBJ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482224
QMCTYRIQBJ_4	QMCTYRIQBJ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482225
QMCTYRIQBJ_5	QMCTYRIQBJ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482226
QOXBUEUAMB_1	QOXBUEUAMB	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482227
QOXBUEUAMB_3	QOXBUEUAMB	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482228
QOXBUEUAMB_4	QOXBUEUAMB	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482229
QOXBUEUAMB_5	QOXBUEUAMB	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482230
QPKBSVNQUS_1	QPKBSVNQUS	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482231
QPKBSVNQUS_2	QPKBSVNQUS	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482232
QPKBSVNQUS_3	QPKBSVNQUS	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482233
QPKBSVNQUS_5	QPKBSVNQUS	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482234
QPKUDTHFQQ_1	QPKUDTHFQQ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482235
QPKUDTHFQQ_2	QPKUDTHFQQ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482236
QPKUDTHFQQ_3	QPKUDTHFQQ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482237
QPKUDTHFQQ_5	QPKUDTHFQQ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482238
QSCUNCKOAE_1	QSCUNCKOAE	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482239
QSCUNCKOAE_2	QSCUNCKOAE	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482240
QSCUNCKOAE_3	QSCUNCKOAE	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482241
QSCUNCKOAE_4	QSCUNCKOAE	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482242
QSCUNCKOAE_5	QSCUNCKOAE	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482243
QTSVJDUVHX_1	QTSVJDUVHX	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482244
QTSVJDUVHX_2	QTSVJDUVHX	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482245
QTSVJDUVHX_3	QTSVJDUVHX	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482246
QTSVJDUVHX_4	QTSVJDUVHX	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482247
QTSVJDUVHX_5	QTSVJDUVHX	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482248
QUFADMIAOY_1	QUFADMIAOY	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482249
QUFADMIAOY_2	QUFADMIAOY	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482250
QUFADMIAOY_3	QUFADMIAOY	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482251
QUFADMIAOY_4	QUFADMIAOY	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482252
QUFADMIAOY_5	QUFADMIAOY	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482253
QVAGPCFKTS_1	QVAGPCFKTS	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482254
QVAGPCFKTS_2	QVAGPCFKTS	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482255
QVAGPCFKTS_3	QVAGPCFKTS	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482256
QVAGPCFKTS_4	QVAGPCFKTS	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482257
QVAGPCFKTS_5	QVAGPCFKTS	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482258
QZMDXAODRB_1	QZMDXAODRB	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482259
QZMDXAODRB_2	QZMDXAODRB	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482260
QZMDXAODRB_3	QZMDXAODRB	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482261
QZMDXAODRB_4	QZMDXAODRB	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482262
QZMDXAODRB_5	QZMDXAODRB	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482263
RACYLIWDWS_1	RACYLIWDWS	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482264
RACYLIWDWS_2	RACYLIWDWS	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482265
RACYLIWDWS_3	RACYLIWDWS	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482266
RACYLIWDWS_4	RACYLIWDWS	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482267
RACYLIWDWS_5	RACYLIWDWS	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482268
RAKFPZQWGA_1	RAKFPZQWGA	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482269
RAKFPZQWGA_2	RAKFPZQWGA	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482270
RAKFPZQWGA_3	RAKFPZQWGA	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482271
RAKFPZQWGA_4	RAKFPZQWGA	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482272
RAKFPZQWGA_5	RAKFPZQWGA	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482273
RBRWDEOFWR_1	RBRWDEOFWR	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482274
RBRWDEOFWR_2	RBRWDEOFWR	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482275
RBRWDEOFWR_3	RBRWDEOFWR	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482276
RBRWDEOFWR_4	RBRWDEOFWR	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482277
RBRWDEOFWR_5	RBRWDEOFWR	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482278
RFHNLQKYET_1	RFHNLQKYET	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482279
RFHNLQKYET_2	RFHNLQKYET	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482280
RFHNLQKYET_3	RFHNLQKYET	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482281
RFHNLQKYET_4	RFHNLQKYET	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482282
RFHNLQKYET_5	RFHNLQKYET	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482283
RGDSWLYHCY_1	RGDSWLYHCY	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482284
RGDSWLYHCY_2	RGDSWLYHCY	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482285
RGDSWLYHCY_3	RGDSWLYHCY	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482286
RGDSWLYHCY_4	RGDSWLYHCY	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482287
RGDSWLYHCY_5	RGDSWLYHCY	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482288
RLZRMKLYIA_1	RLZRMKLYIA	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482289
RLZRMKLYIA_2	RLZRMKLYIA	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482290
RLZRMKLYIA_3	RLZRMKLYIA	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482291
RLZRMKLYIA_4	RLZRMKLYIA	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482292
RLZRMKLYIA_5	RLZRMKLYIA	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482293
RMMITBYRPF_1	RMMITBYRPF	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482294
RMMITBYRPF_2	RMMITBYRPF	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482295
RMMITBYRPF_3	RMMITBYRPF	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482296
RMMITBYRPF_4	RMMITBYRPF	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482297
RMMITBYRPF_5	RMMITBYRPF	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482298
RQAURVHFAB_1	RQAURVHFAB	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482299
RQAURVHFAB_2	RQAURVHFAB	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482300
RQAURVHFAB_3	RQAURVHFAB	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482301
RQAURVHFAB_4	RQAURVHFAB	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482302
RQAURVHFAB_5	RQAURVHFAB	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482303
RTZAQUWLSW_1	RTZAQUWLSW	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482304
RTZAQUWLSW_2	RTZAQUWLSW	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482305
RTZAQUWLSW_3	RTZAQUWLSW	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482306
RTZAQUWLSW_4	RTZAQUWLSW	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482307
RTZAQUWLSW_5	RTZAQUWLSW	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482308
RYGNUGBKYG_1	RYGNUGBKYG	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482309
RYGNUGBKYG_2	RYGNUGBKYG	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482310
RYGNUGBKYG_3	RYGNUGBKYG	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482311
RYGNUGBKYG_4	RYGNUGBKYG	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482312
RYGNUGBKYG_5	RYGNUGBKYG	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482313
SFHHCBTHBA_1	SFHHCBTHBA	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482314
SFHHCBTHBA_2	SFHHCBTHBA	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482315
SFHHCBTHBA_3	SFHHCBTHBA	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482316
SFHHCBTHBA_4	SFHHCBTHBA	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482317
SFHHCBTHBA_5	SFHHCBTHBA	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482318
SHTLICBATH_1	SHTLICBATH	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482319
SHTLICBATH_2	SHTLICBATH	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482320
SHTLICBATH_3	SHTLICBATH	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482321
SHTLICBATH_4	SHTLICBATH	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482322
SHTLICBATH_5	SHTLICBATH	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482323
SINSRLBTBL_1	SINSRLBTBL	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482324
SINSRLBTBL_2	SINSRLBTBL	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482325
SINSRLBTBL_3	SINSRLBTBL	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482326
SINSRLBTBL_4	SINSRLBTBL	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482327
SINSRLBTBL_5	SINSRLBTBL	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482328
SMWPWJLRXL_1	SMWPWJLRXL	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482329
SMWPWJLRXL_3	SMWPWJLRXL	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482330
SMWPWJLRXL_4	SMWPWJLRXL	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482331
SMWPWJLRXL_5	SMWPWJLRXL	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482332
SPIMUUHDBI_1	SPIMUUHDBI	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482333
SPIMUUHDBI_2	SPIMUUHDBI	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482334
SPIMUUHDBI_3	SPIMUUHDBI	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482335
SPIMUUHDBI_4	SPIMUUHDBI	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482336
SPIMUUHDBI_5	SPIMUUHDBI	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482337
SPOWRYYFJO_1	SPOWRYYFJO	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482338
SPOWRYYFJO_2	SPOWRYYFJO	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482339
SPOWRYYFJO_3	SPOWRYYFJO	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482340
SPOWRYYFJO_4	SPOWRYYFJO	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482341
SPOWRYYFJO_5	SPOWRYYFJO	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482342
SPWKAUELYK_1	SPWKAUELYK	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482343
SPWKAUELYK_3	SPWKAUELYK	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482344
SPWKAUELYK_4	SPWKAUELYK	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482345
SPWKAUELYK_5	SPWKAUELYK	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482346
SZTCLWMSGW_1	SZTCLWMSGW	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482347
SZTCLWMSGW_2	SZTCLWMSGW	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482348
SZTCLWMSGW_3	SZTCLWMSGW	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482349
SZTCLWMSGW_4	SZTCLWMSGW	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482350
SZTCLWMSGW_5	SZTCLWMSGW	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482351
TFOKKVDZFJ_1	TFOKKVDZFJ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482352
TFOKKVDZFJ_2	TFOKKVDZFJ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482353
TFOKKVDZFJ_3	TFOKKVDZFJ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482354
TFOKKVDZFJ_4	TFOKKVDZFJ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482355
TFOKKVDZFJ_5	TFOKKVDZFJ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482356
TIAOFCRUDP_1	TIAOFCRUDP	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482357
TIAOFCRUDP_2	TIAOFCRUDP	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482358
TIAOFCRUDP_3	TIAOFCRUDP	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482359
TIAOFCRUDP_4	TIAOFCRUDP	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482360
TIAOFCRUDP_5	TIAOFCRUDP	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482361
TJPKITVKBF_1	TJPKITVKBF	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482362
TJPKITVKBF_2	TJPKITVKBF	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482363
TJPKITVKBF_3	TJPKITVKBF	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482364
TJPKITVKBF_4	TJPKITVKBF	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482365
TJPKITVKBF_5	TJPKITVKBF	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482366
TKBMGBCXMQ_1	TKBMGBCXMQ	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482367
TKBMGBCXMQ_2	TKBMGBCXMQ	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482368
TKBMGBCXMQ_3	TKBMGBCXMQ	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482369
TKBMGBCXMQ_4	TKBMGBCXMQ	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482370
TKBMGBCXMQ_5	TKBMGBCXMQ	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482371
TKJBWNAOCN_1	TKJBWNAOCN	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482372
TKJBWNAOCN_2	TKJBWNAOCN	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482373
TKJBWNAOCN_3	TKJBWNAOCN	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482374
TKJBWNAOCN_4	TKJBWNAOCN	male	monocyte	R848	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482375
TKJBWNAOCN_5	TKJBWNAOCN	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482376
TMCICZZBFS_1	TMCICZZBFS	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482377
TMCICZZBFS_2	TMCICZZBFS	male	monocyte	LPS	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482378
TMCICZZBFS_3	TMCICZZBFS	male	monocyte	Pam3CSK4	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482379
TMCICZZBFS_5	TMCICZZBFS	male	monocyte	IAV	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482380
TNDVDTNZIF_1	TNDVDTNZIF	male	monocyte	naive	6	100bp	FALSE	FALSE	poly(A)	TRUE	Quach_2016	EGAR00001482381
